124.198 269003 6.23848 1.50678 0.985812
123.586 297778 6.21546 1.51773 0.198172
125.965 329632 6.19281 1.52882 0.433249
125.319 364895 6.16975 1.5401 0.693473
123.696 403928 6.14847 1.55137 0.981533
121.125 447135 6.12998 1.5625 0.300408
122.57 494962 6.11245 1.57364 0.65339
122.971 547907 6.0933 1.58507 1.04413
121.409 606514 6.07607 1.59642 0.476666
119.88 671387 6.06036 1.60771 0.955467
120.345 743199 6.04449 1.61911 0.485481
118.838 822690 6.02984 1.63047 1.07218
119.35 910680 6.01594 1.64183 0.721639
118.84 1.00808e+06 6.00115 1.65337 0.440558
116.371 1.1159e+06 5.98796 1.66481 0.236369
117.923 1.23525e+06 5.97553 1.67622 1.11729
119.427 1.36736e+06 5.961 1.68796 1.09243
118.926 1.51361e+06 5.94633 1.6998 1.17187
117.451 1.6755e+06 5.93266 1.71161 0.366756
115.01 1.85469e+06 5.92031 1.72334 0.689439
115.588 2.05304e+06 5.90856 1.73505 1.15358
118.124 2.27262e+06 5.89496 1.74706 0.774303
120.613 2.51569e+06 5.87953 1.7594 0.568373
119.096 2.78476e+06 5.86399 1.77186 0.554335
120.557 3.08263e+06 5.8477 1.78452 0.752716
120.041 3.41234e+06 5.83248 1.79716 1.18624
119.513 3.77732e+06 5.8169 1.80995 0.880042
